Timestamp,What is your Gender?,What age group do you fall under,Which economic class do you fall under? (approximate),Which of the following do you own?,Are you a regular Social Media User?,How much time do you spend on social media every day? (mention as number of hours),Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Facebook],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Instagram],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Twitter],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Linkedin],Score your social media usage for the following platforms from 1 to 5 - 5 being most used [Tik Tok],"What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [Timepass]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [Networking]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [For new content]","What are the reasons for you to use social media? Rate each reason from 1 to 5, 5 being the highest [News]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Easy to use user interface]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Strong Privacy control]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [ability to choose preferred content]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Aesthetically pleasing user interface]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Customization options (profile, user interface etc)]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Push Notifications]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [Contests and Events]","What are the features you look for in a social media platform? (rate from 1 to 5,  being more important) [More messaging options (like instant chat)]","If a social media platform were to be Gamified (addition of classes, guilds/clans, contests, events etc), how likely are you to use it?",What are the likely reasons for you not to use social media?,Any reasons not mentioned above?,If you are given the option of a social media specific to your interests will you use it?,Which of the following are your talents/skills/interests ? ,List any interests NOT mentioned above,"Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Coder/Hacker/Electronics Enthusiast/GameDev]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Content Creator (Audio/Video/Photo/Art/Text)]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Fitness/Sports/Travel/Adventure]","Would you more or less identify with one of the following classes? (rate 1-5, 5 means having more affinity) [Finance matters/stock market/fantasy sports leagues etc]",How regularly do you participate in competitions/contests?,"If you are provided an easy to use platform to participate in or host competitions in your area of interests, how likely are you to use it?",
9/17/2022 10:24:25,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,It is a waste of time,,No,"Writer (Stories/Scripts etc), Fitness enthusiast, Sports (Real world :-D)",,1,1,3,2,1,2,
9/17/2022 12:20:51,Male,18-25,Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, more of a real-world person",,No,"Gaming, Coder/Hacker, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,5,"2, 4","2, 4","3, 4",3,3,
9/18/2022 13:47:49,Male,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, privacy or security issues",,Yes,"Musician, Writer (Stories/Scripts etc)",Maker ,1,3,2,1,3,5,
9/18/2022 13:48:36,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, privacy or security issues, more of a real-world person",,Yes,"Coder/Hacker, Video Maker/Editor, Travel and exploring, Sports (Real world :-D)",,4,3,3,2,4,5,
9/18/2022 13:48:44,Female,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,more of a real-world person,Yes,Yes,"Travel and exploring, Stock Market",Yes,1,3,3,3,3,4,
9/18/2022 13:48:50,Do not prefer to say,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"too much misinformation or cluttered information, you dont have much time",,Yes,"Coder/Hacker, Video Maker/Editor, Fitness enthusiast, Collector (Coins, stamps, cards, posters, etc)",,5,4,4,3,3,4,
9/18/2022 13:48:52,Male,18-25,Don't want to say,"Laptop, Mobile Phone, Smart Watch",No,,,,,,,,,,,,,,,,,,,,more of a real-world person,,Yes,"Gaming, Coder/Hacker, Game Developer, Video Maker/Editor, Sports (Real world :-D)",,5,5,4,2,4,3,
9/18/2022 13:49:50,Male,18-25,Don't want to say,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"privacy or security issues, more of a real-world person",,No,"Gaming, Coder/Hacker, Artist, Writer (Stories/Scripts etc), Collector (Coins, stamps, cards, posters, etc)",,4,4,3,2,4,3,
9/18/2022 13:50:23,Male,18-25,Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, more of a real-world person",The main reason is the AI associated with them makes the platform an echo room of people with similar thoughts but not a place where multiple view points on an issue can be heard or discussed,Yes,"Artist, Musician, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Travel and exploring",,4,5,4,1,4,5,
9/18/2022 13:50:30,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,"you dont have much time, more of a real-world person",not interested,Yes,"Gaming, Electronics Enthusiast (Building Devices etc), Dancer, Fantasy Sports Leagues, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Collector (Coins, stamps, cards, posters, etc)",,5,3,5,2,5,5,
9/18/2022 13:51:01,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, you dont have much time",,No,"Artist, Musician, Dancer, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Fantasy Sports Leagues, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,2,5,5,1,1,1,
9/18/2022 13:51:45,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, privacy or security issues",,Yes,"Game Developer, Artist, Writer (Stories/Scripts etc), Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Collector (Coins, stamps, cards, posters, etc)",Cooking and food related content,1,5,4,1,1,3,
9/18/2022 13:51:55,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, more of a real-world person",Much of it is just artificial and people try to project a happy life/lifestyle and hence create unrealistic expectations of how a normal life is/should be.,No,"Electronics Enthusiast (Building Devices etc), Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Stock Market, Entrepreneurship","Politics 
Exams (competitive)
Geopolitics",5,3,3,5,4,5,
9/18/2022 13:54:36,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,It is a waste of time,nien,No,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Game Developer, Artist, Fitness enthusiast, Stock Market, Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",,5,1,3,4,3,5,
9/18/2022 13:55:11,Female,18-25,Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,"you dont have much time, more of a real-world person",,No,"Artist, Dancer, Writer (Stories/Scripts etc)",,1,1,1,1,1,1,
9/18/2022 13:57:59,Do not prefer to say,18-25,Don't want to say,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, privacy or security issues, more of a real-world person","I do not trust any social media organisation.
All these companies are only after money and using our data for ad tracking and more back room deals for even more money.
I especially do not trust the words of billionaires and wanna be billionaires.
Also the people online are toxic as hell and I do not want to spend my valuable and precious time listening to the opinions of such woke, toxic, uneducated, unscientific peasents on the internet.",No,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Travel and exploring",Anime,5,1,1,1,2,4,
9/18/2022 13:58:01,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,more of a real-world person,,Yes,"Gaming, Electronics Enthusiast (Building Devices etc), Travel and exploring","astrophotography,astrophysics",2,1,4,1,2,3,
9/18/2022 14:02:56,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",No,,,,,,,,,,,,,,,,,,,,"you dont have much time, more of a real-world person",,Yes,"Photographer, Travel and exploring, Sports (Real world :-D)",,4,2,4,4,3,5,
9/18/2022 14:04:30,Male,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, more of a real-world person",,No,Musician,,2,3,2,2,3,3,
9/18/2022 14:09:33,Male,18-25,Don't want to say,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, privacy or security issues, you dont have much time, more of a real-world person",,No,"Coder/Hacker, Dancer, Photographer, Travel and exploring, Sports (Real world :-D), Entrepreneurship",,5,3,4,"2, 3, 4",4,3,
9/16/2022 21:59:51,Female,26-35,Don't want to say,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,2,0,3,0,1,0,2,3,3,2,2,3,3,3,2,2,3,2,5,,,,"Photographer, Fitness enthusiast, Entrepreneurship",,2,2,4,2,3,4,
9/15/2022 15:27:13,Female,26-35,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,4,3,5,1,1,0,5,3,3,4,5,5,4,4,5,3,1,1,4,,,,"Artist, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Travel and exploring",Food.,1,5,3,1,1,3,
9/17/2022 20:04:41,Male,26-35,Middle Class,"Laptop, Mobile Phone",Yes,4,0,4,3,4,0,5,4,4,3,3,2,3,3,2,1,1,1,3,,,,"Musician, Writer (Stories/Scripts etc), Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,1,3,4,3,2,3,
9/16/2022 20:40:37,Female,36-45,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,2,1,5,0,3,0,5,3,3,2,3,3,3,2,2,2,3,1,2,,,,"Coder/Hacker, Musician, Fitness enthusiast, Travel and exploring",Comedian/ stand up comedy,5,1,3,1,1,1,
9/16/2022 12:53:10,Male,36-45,Don't want to say,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, privacy or security issues, you dont have much time",,No,"Gaming, Electronics Enthusiast (Building Devices etc), Artist, Musician, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Entrepreneurship",,3,3,3,3,3,5,
9/18/2022 14:32:46,Male,18-25,Lower Class,Mobile Phone,Yes,3,0,4,2,3,"0, 1",2,2,5,3,2,2,1,3,3,2,1,3,5,,,,"Coder/Hacker, Stock Market, Entrepreneurship",,2,2,2,2,5,4,
9/18/2022 14:35:26,Female,10-17,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,3,0,5,0,0,0,4,4,4,3,3,3,4,5,5,4,4,4,3,,,,"Musician, Dancer, Video Maker/Editor, Photographer, Travel and exploring",,1,4,3,1,3,4,
9/18/2022 14:37:42,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,2,0,4,"0, 1","0, 1",0,3,1,4,4,4,5,3,2,1,1,3,1,5,,,,"Gaming, Artist, Sports (Real world :-D)",Nothing,1,1,5,1,1,5,
9/18/2022 14:38:14,Female,18-25,Middle Class,"Laptop, Mobile Phone, Tablet",Yes,7,0,5,0,0,3,4,3,4,4,4,5,3,3,4,1,3,4,4,,,,"Coder/Hacker, Dancer, Video Maker/Editor, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",Nothing much ,3,4,5,4,3,3,
9/18/2022 14:38:31,Female,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, more of a real-world person",,Yes,"Writer (Stories/Scripts etc), Photographer, Travel and exploring",,1,1,3,1,1,4,
9/18/2022 14:43:29,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,0,0,0,5,3,3,4,5,5,3,1,5,3,1,2,4,,,,"Gaming, Musician, Video Maker/Editor, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,1,"3, 4","3, 4",1,3,5,
9/18/2022 14:45:41,Female,18-25,Middle Class,"Laptop, Mobile Phone, Tablet",Yes,1,0,5,0,2,0,2,4,4,2,3,4,2,3,4,4,3,2,2,,,,"Gaming, Dancer, Writer (Stories/Scripts etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,2,3,1,2,3,3,
9/18/2022 14:46:47,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,2,3,3,5,5,0,3,5,5,4,5,5,4,4,5,5,5,5,5,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Musician, Photographer, Fitness enthusiast, Sports (Real world :-D)",,5,1,4,4,3,5,
9/18/2022 14:50:24,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, privacy or security issues",,No,"Coder/Hacker, Electronics Enthusiast (Building Devices etc), Writer (Stories/Scripts etc), Photographer, Adventure (Trekking, Biking, Hiking, etc)",,5,4,1,1,3,3,
9/18/2022 14:51:55,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,2,0,5,0,0,0,3,3,3,3,4,5,4,4,4,4,4,4,2,,,,"Writer (Stories/Scripts etc), Travel and exploring, Entrepreneurship",Movies ,4,3,5,5,3,4,
9/18/2022 14:53:43,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,2,0,5,0,3,0,2,4,4,1,4,3,5,5,5,2,4,4,2,,,,"Musician, Dancer, Fitness enthusiast",,1,5,3,1,2,4,
9/18/2022 14:54:06,Female,18-25,Don't want to say,"Laptop, Mobile Phone, Desktop",Yes,2,0,2,1,0,0,4,4,4,4,4,3,4,3,3,3,3,2,3,,,,"Artist, Dancer, Filmmaker, Travel and exploring",,2,2,1,2,2,3,
9/18/2022 14:58:59,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Tablet",No,,,,,,,,,,,,,,,,,,,,It is a waste of time,,Yes,"Coder/Hacker, Electronics Enthusiast (Building Devices etc), Dancer",,5,2,3,"1, 2",4,5,
9/18/2022 15:05:24,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,3,0,3,0,0,0,5,2,3,2,4,5,5,5,4,4,5,3,5,,,,"Musician, Dancer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,3,2,5,3,2,4,
9/18/2022 15:07:08,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch",Yes,2,0,5,3,0,0,5,1,3,3,3,3,4,2,4,1,1,2,3,,,,"Gaming, Coder/Hacker, Game Developer, Musician, Writer (Stories/Scripts etc), Filmmaker, Fitness enthusiast, Sports (Real world :-D), Entrepreneurship",,5,4,1,1,2,1,
9/18/2022 15:07:43,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,3.5,0,5,4,0,0,5,1,3,4,5,4,5,4,3,2,1,1,2,,,,"Gaming, Coder/Hacker, Musician, Filmmaker, Video Maker/Editor, Photographer",,4,5,2,1,2,2,
9/18/2022 15:11:12,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,2,0,5,0,4,0,5,4,4,3,5,5,5,5,5,3,3,3,3,,,,"Gaming, Coder/Hacker, Sports (Real world :-D), Entrepreneurship",,4,2,4,4,3,3,
9/18/2022 15:15:51,Female,18-25,Don't want to say,"Laptop, Mobile Phone",Yes,3,0,4,5,3,0,4,2,5,4,4,5,5,2,2,1,"2, 5",4,5,,,,"Gaming, Coder/Hacker, Musician, Dancer, Video Maker/Editor, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Entrepreneurship",,3,3,4,2,4,4,
9/18/2022 15:16:14,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,4,0,4,0,0,0,5,1,2,4,5,5,3,"3, 5",5,2,1,5,4,,,,"Dancer, Writer (Stories/Scripts etc), Video Maker/Editor, Photographer, Fitness enthusiast",interior designs ,3,4,2,3,1,5,
9/18/2022 15:25:39,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,1.5,0,3,1,3,0,4,1,1,4,4,5,4,4,3,3,"3, 4",1,1,,,,"Electronics Enthusiast (Building Devices etc), Musician, Photographer, Travel and exploring",,1,3,"1, 2",1,2,3,
9/18/2022 15:29:02,Male,18-25,Middle Class,"Laptop, Mobile Phone",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information, more of a real-world person",,Yes,"Artist, Musician, Filmmaker, Video Maker/Editor, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,1,"1, 2, 3","1, 2, 3, 4",1,1,4,
9/18/2022 15:34:10,Male,18-25,Lower Class,Smart Watch,Yes,7,1,5,1,2,2,4,4,4,2,5,1,3,2,2,2,2,2,5,,,,"Gaming, Musician, Dancer, Travel and exploring",,1,3,2,2,5,5,
9/18/2022 15:35:57,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,5,3,4,4,4,1,4,4,4,4,3,3,1,2,3,2,2,3,5,,,,"Gaming, Game Developer, Musician, Writer (Stories/Scripts etc), Photographer, Fantasy Sports Leagues, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",,1,2,5,5,5,5,
9/18/2022 15:37:22,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,6,0,1,0,5,0,2,5,5,4,5,4,5,5,4,3,4,5,5,,,,"Gaming, Coder/Hacker, Musician, Photographer, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Stock Market",,5,4,4,4,4,5,
9/18/2022 15:41:29,Male,18-25,Upper Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,4,0,1,0,1,5,3,4,4,4,5,5,5,5,5,1,2,5,3,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Game Developer, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Fitness enthusiast, Adventure (Trekking, Biking, Hiking, etc), Stock Market, Entrepreneurship",,3,5,5,5,3,4,
9/18/2022 15:43:34,Male,18-25,Middle Class,Laptop,Yes,1,0,1,1,3,0,1,3,3,3,5,5,5,4,5,5,5,5,1,,,,Coder/Hacker,,5,1,3,4,3,3,
9/18/2022 15:45:51,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,5,0,5,3,4,0,5,4,3,5,5,5,5,5,5,3,4,5,5,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Collector (Coins, stamps, cards, posters, etc)",none,4,5,5,3,3,5,
9/18/2022 15:52:35,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,5,0,4,0,0,0,4,2,2,4,4,4,4,"2, 3",2,1,3,1,3,,,,"Artist, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Stock Market, Entrepreneurship",,1,"1, 3",3,2,1,3,
9/18/2022 15:52:46,Female,18-25,Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,6,0,3,0,0,0,5,5,5,5,5,4,3,3,5,5,3,5,2,,,,"Artist, Video Maker/Editor, Photographer, Entrepreneurship",,2,2,"1, 2",2,1,1,
9/18/2022 15:55:16,Female,18-25,Middle Class,"Laptop, Mobile Phone",Yes,1,0,5,5,3,0,4,5,5,4,5,5,3,5,5,3,4,5,5,,,,"Coder/Hacker, Artist, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",Astro physics,4,3,4,1,4,5,
9/18/2022 16:02:09,Male,18-25,Don't want to say,"Laptop, Mobile Phone",Yes,3,0,5,0,4,0,4,4,2,2,4,4,5,2,4,4,4,3,4,,,,Coder/Hacker,,4,1,2,1,4,5,
9/18/2022 16:02:46,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,1,0,4,0,0,0,5,1,4,1,5,5,5,5,5,1,1,1,1,,,,"Fitness enthusiast, Travel and exploring",Reading.,1,1,5,1,3,1,
9/18/2022 16:06:29,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",No,,,,,,,,,,,,,,,,,,,,"It is a waste of time, too much misinformation or cluttered information",Need some useful info,Yes,"Coder/Hacker, Electronics Enthusiast (Building Devices etc), Artist, Musician, Writer (Stories/Scripts etc), Travel and exploring, Stock Market",,4,3,1,3,2,3,
9/18/2022 16:08:40,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop",Yes,1,0,5,5,4,0,3,3,5,4,5,5,5,4,5,3,2,2,2,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc)",,5,3,3,1,3,2,
9/18/2022 16:08:58,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,5,0,2,0,1,0,2,3,3,2,4,4,4,4,4,4,3,3,3,,,,"Coder/Hacker, Musician, Video Maker/Editor, Fitness enthusiast",,4,3,3,3,3,4,
9/18/2022 16:15:15,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,2,0,4,0,0,0,2,5,1,2,4,5,5,3,3,2,4,5,4,,,,"Gaming, Travel and exploring, Sports (Real world :-D)",,2,2,3,1,2,5,
9/18/2022 16:24:21,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Tablet",Yes,2,0,4,2,5,1,4,3,3,5,5,5,4,3,5,2,2,4,1,,,,"Artist, Dancer, Writer (Stories/Scripts etc), Fitness enthusiast, Travel and exploring, Stock Market, Entrepreneurship",,2,3,4,4,3,3,
9/18/2022 16:25:11,Female,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,3,1,0,3,3,2,1,5,5,5,4,5,3,3,4,3,,,,"Musician, Photographer, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc)",,3,4,5,4,3,4,
9/18/2022 16:27:17,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",Yes,5,0,5,5,1,0,5,1,3,4,5,5,5,5,4,1,1,3,1,,,,"Gaming, Writer (Stories/Scripts etc), Fitness enthusiast, Sports (Real world :-D)",,2,3,"4, 5",1,1,3,
9/18/2022 16:27:58,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,4,0,5,1,3,0,4,3,4,3,5,5,5,5,4,4,5,4,5,,,,"Artist, Musician, Writer (Stories/Scripts etc), Video Maker/Editor, Fantasy Sports Leagues, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",cooking ,3,4,5,3,4,5,
9/18/2022 16:34:30,Female,18-25,Middle Class,"Laptop, Mobile Phone, Desktop",Yes,10,0,4,0,3,0,4,4,1,4,3,5,3,5,5,4,1,5,4,,,,"Gaming, Artist, Dancer, Video Maker/Editor, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Entrepreneurship",,3,1,5,1,2,3,
9/18/2022 16:39:54,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,1,3,3,1,5,0,4,2,3,2,3,5,3,5,"3, 4",2,2,3,3,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",,"4, 5",3,5,4,3,4,
9/18/2022 16:51:30,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch, Tablet",No,,,,,,,,,,,,,,,,,,,,"too much misinformation or cluttered information, you dont have much time, more of a real-world person",Never found social media to be enticing or exciting!,Yes,"Gaming, Musician, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Stock Market, Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)","TV Shows and Movies, Science",3,4,5,5,4,5,
9/18/2022 16:54:03,Male,18-25,Middle Class,"Laptop, Mobile Phone, Tablet",Yes,2,0,4,0,4,0,5,4,4,4,5,5,5,5,5,4,5,5,5,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Fantasy Sports Leagues, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D)",,5,2,5,2,4,5,
9/18/2022 17:02:59,Male,18-25,Middle Class,"Laptop, Mobile Phone, Desktop, Tablet",Yes,2,2,3,2,3,0,2,2,4,2,3,5,4,2,2,1,2,3,4,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Stock Market",,5,1,2,1,5,5,
9/18/2022 17:03:57,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Smart Watch",Yes,4,0,3,1,2,0,2,3,1,2,4,5,5,3,3,2,4,3,4,,,,"Gaming, Coder/Hacker, Electronics Enthusiast (Building Devices etc), Game Developer, Musician, Writer (Stories/Scripts etc), Filmmaker, Fitness enthusiast, Travel and exploring, Adventure (Trekking, Biking, Hiking, etc), Sports (Real world :-D), Stock Market, Entrepreneurship",No,5,4,4,3,3,3,
9/18/2022 17:08:01,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone",Yes,4,0,5,4,1,0,5,2,4,1,1,4,4,1,3,1,1,4,2,,,,"Coder/Hacker, Musician, Writer (Stories/Scripts etc), Adventure (Trekking, Biking, Hiking, etc)",,5,2,2,1,5,1,
9/18/2022 17:14:57,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,5,0,5,3,3,0,5,2,3,2,5,5,5,5,5,2,3,5,4,,,,"Gaming, Coder/Hacker, Fantasy Sports Leagues, Sports (Real world :-D), Entrepreneurship",,4,2,3,"3, 4",2,4,
9/18/2022 17:16:09,Male,18-25,Middle Class,"Laptop, Mobile Phone",Yes,3,0,3,3,1,0,3,2,3,2,4,4,4,4,4,4,4,4,4,,,,"Gaming, Coder/Hacker, Game Developer",,3,1,2,2,2,4,
9/18/2022 17:32:35,Female,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop",Yes,2,0,3,0,0,0,2,2,3,3,4,5,5,5,5,2,3,1,3,,,,"Gaming, Coder/Hacker, Game Developer, Musician, Writer (Stories/Scripts etc), Filmmaker, Video Maker/Editor, Photographer, Travel and exploring, Entrepreneurship, Collector (Coins, stamps, cards, posters, etc)",,4,2,2,2,3,3,
9/18/2022 17:36:33,Male,18-25,Upper Middle Class,"Laptop, Mobile Phone, Desktop, Smart Watch, Tablet",Yes,5,0,5,2,1,0,2,3,3,2,"1, 3",3,3,3,1,3,1,3,5,,,,"Gaming, Filmmaker, Video Maker/Editor, Sports (Real world :-D), Entrepreneurship",,5,3,1,1,2,5,
